filename	label	span_ini	span_end	term	code	sem_rel	is_abbrev	is_composite	need_context
S0004-06142007000600014-1	SINTOMA	971	1004	tumoración del conducto deferente	126903003	EXACT	False	False	False
es-S1130-01082007000400010-1	SINTOMA	1975	1994	tumoración duodenal	427702008	EXACT	False	False	False
es-S0212-71992008000700009-1	SINTOMA	1396	1478	tumoración dura, adherida y no dolorosa a nivel de la fosa supraclavicular derecha	126636004	EXACT	False	False	False
es-S1130-05582007000500007-1	SINTOMA	391	412	tumoración mandibular	126634001	EXACT	False	False	False
es-S1130-05582007000500007-1	SINTOMA	159	180	tumoración mandibular	126634001	EXACT	False	False	True
es-S1130-01082004001200010-1	SINTOMA	225	277	tumoración móvil y dolorosa en hipocondrio izquierdo	827121001	EXACT	False	False	False
es-S0210-48062007000700014-1	SINTOMA	138	157	tumoración perineal	300569009	EXACT	False	False	False
es-S0210-48062007000700014-1	SINTOMA	361	410	tumoración perineal de localización paracavernosa	300569009	EXACT	False	False	False
es-S0211-69952016000600552-1	SINTOMA	1664	1674	uricosuria	16813005	EXACT	False	False	False
es-S1137-66272011000300024-1	SINTOMA	2030	2043	útero bicorne	31401003	EXACT	False	False	False
es-S0004-06142008000400013-1	SINTOMA	336	348	útero grande	198319004	EXACT	False	False	False
es-S0376-78922009000300005-1	SINTOMA	780	791	vagina seca	31908003	EXACT	False	False	False
es-S1139-76322016000200013-1	SINTOMA	1482	1505	valores de CPK normales	1153487008	EXACT	True	False	True
es-S0365-66912007000200011-1	SINTOMA	425	455	variación de su agudeza visual	260246004	NARROW	False	False	False
es-S0365-66912007001200011-1	SINTOMA	610	637	vascularización superficial	231911000	EXACT	False	False	True
es-S0376-78922012000400009-1	SINTOMA	954	1011	vasos linfáticos y los ganglios regionales están indemnes	302060005	NARROW	False	False	False
es-S0210-48062005000300014-1	SINTOMA	626	680	vejiga presentó ecos internos compatibles con coágulos	34409000	NARROW	False	False	False
es-S0004-06142008000300012-1	SINTOMA	2185	2223	vena porta y suprahepáticas permeables	860969004	NARROW	False	False	False
S0004-06142006000900015-1	SINTOMA	330	350	vena renal permeable	248727005	NARROW	False	False	False
es-S1130-01082010000200011-1	SINTOMA	1982	2016	vesícula biliar aparece distendida	300344005	EXACT	False	False	False
es-S1130-01082009000400015-1	SINTOMA	390	416	vesícula biliar distendida	300344005	EXACT	False	False	False
es-S1130-01082006000900014-1	SINTOMA	864	890	vesícula biliar distendida	300344005	EXACT	False	False	False
es-S1130-01082007000400010-1	SINTOMA	977	1006	vesícula biliar era hidrópica	47312008	EXACT	False	False	False
es-S1130-01082007001200014-1	SINTOMA	391	459	vesícula biliar estaba marcadamente distendida y aumentada de tamaño	300344005	EXACT	False	False	False
es-S1130-01082007000400010-1	SINTOMA	511	541	vesícula biliar, con molestias	102628000	EXACT	False	False	False
es-S1130-01082007001200014-1	SINTOMA	565	613	vesícula estaba engrosada y la mucosa hiperémica	300344005	NARROW	False	False	False
es-S0376-78922008000400008-1	SINTOMA	1411	1521	vesículas confluentes y esfacelación de éstas en tórax anterior y posterior, mejillas y pabellones auriculares	79893008	NARROW	False	False	False
es-S0211-69952015000500015-2	SINTOMA	411	421	VHC oculto	50711007	EXACT	True	False	True
es-S0211-69952014000600016-1	SINTOMA	348	355	viruria	123729002	EXACT	False	False	False
es-S0211-69952014000600016-1	SINTOMA	261	293	viruria (107 copias/ml) para BKV	123729002	NARROW	True	False	False
es-S1130-01082007001100009-1	SINTOMA	1383	1437	volumen rectal máximo tolerable discretamente reducido	249597005	NARROW	False	False	True
es-S0211-69952012000500025-1	SINTOMA	98	138	voluminosa masa pulsátil en el antebrazo	448928006	NARROW	False	False	False
es-S0212-16112014000300032-1	SINTOMA	1095	1115	vómitos incoercibles	332982000	EXACT	False	False	False
es-S1130-01082007001100009-1	SINTOMA	393	446	zona indurada en la pared lateral izquierda del recto	5964004	NARROW	False	False	False
es-S0212-71992005000600008-1	SINTOMA	903	997	zona periumbilical, donde se aprecia a la inspección y se palpa un nódulo de consistencia dura	448569009	NARROW	False	False	False
